,bed rooms,baths,square feet,address,price
1553,4,2,1660,"9030 S Ada Street Chicago, IL 60620",155000.0
1554,4,2,954,"906 W 71st Street Chicago, IL 60621",114900.0
1555,3,2,1900,"1807 N Orleans GS Chicago, IL 60614",499000.0
1556,2,2,1200,"1901 S Calumet Avenue Unit 602 Chicago, IL 60616",449900.0
1557,5,2,2093,"3507 N Osceola Avenue Chicago, IL 60634",419000.0
1558,3,1,1100,"1119 N Austin Boulevard Chicago, IL 60651",289900.0
1559,3,2,1600,"61 W 15th Street , 607 Chicago, IL 60605",479900.0
1560,3,3,3430,"416 W Deming Place 4 Chicago, IL 60614",3695000.0
1561,5,5,5300,"2545 N Wayne Avenue Chicago, IL 60614",2850000.0
1562,4,3,4000,"1745 W Altgeld Street Chicago, IL 60614",1725000.0
1563,2,2,1700,"1201 S Prairie Avenue 3802 Chicago, IL 60605",955000.0
1564,4,3,2400,"4721 S Ingleside Avenue Chicago, IL 60615",875000.0
1565,4,3,2400,"4719 S Ingleside Avenue Chicago, IL 60615",875000.0
1566,4,3,2400,"4717 S Ingleside Avenue Chicago, IL 60615",875000.0
1567,3,2,1700,"1366 W WALTON Street 2E Chicago, IL 60642",699000.0
1568,3,3,1572,"5467 S Ridgewood Court Chicago, IL 60615",575000.0
1569,3,2,2678,"5115 N Mission Drive Norridge, IL 60706",569000.0
1570,2,1,1400,"617 W Addison Street 2 Chicago, IL 60613",425000.0
1571,1,1,1025,"240 E Illinois Street 1102 Chicago, IL 60611",409900.0
1572,1,1,850,"1030 N State Street 49K Chicago, IL 60610",395000.0
1573,4,2,1616,"10752 S Washtenaw Avenue Chicago, IL 60655",385000.0
1574,3,2,1500,"9300 S Turner Avenue Evergreen Park, IL 60805",382000.0
1575,3,2,1577,"2827 N 77th Court Elmwood Park, IL 60707",379000.0
1576,2,2,1295,"1151 W 14th Place 238 Chicago, IL 60608",360000.0
1577,1,1,950,"100 E Walton Place 19D Chicago, IL 60611",339000.0
1578,5,4,3400,"8921 S Eberhart Avenue Chicago, IL 60619",310000.0
1579,1,1,950,"1550 S Indiana Avenue 606 Chicago, IL 60605",299900.0
1580,1,1,860,"400 E RANDOLPH Street 2525 Chicago, IL 60601",289900.0
1581,3,1,2213,"2106 N Mango Avenue Chicago, IL 60639",285000.0
1582,2,1,1092,"3602 S 58th Court Cicero, IL 60804",275500.0
1583,1,1,750,"100 E Walton Street 29A Chicago, IL 60611",275000.0
1584,1,1,808,"2020 N Lincoln Park West 5E Chicago, IL 60614",275000.0
1585,2,1,1100,"1339 N DEARBORN Street 14H Chicago, IL 60610",275000.0
1586,4,2,1506,"9354 S Ridgeland Avenue Chicago, IL 60617",270000.0
1587,5,2,819,"2752 S TRUMBULL Avenue Chicago, IL 60623",249900.0
1588,1,1,1050,"832 W Gunnison Street 3N Chicago, IL 60640",249900.0
1589,1,1,800,"155 N Harbor Drive 205 Chicago, IL 60601",240000.0
1590,4,3,2050,"9222 S Cregier Avenue Chicago, IL 60617",230000.0
1591,2,2,1400,"6431 N Bell Avenue GDN Chicago, IL 60645",225000.0
1592,1,1,1013,"40 E 9th Street 1117 Chicago, IL 60605",208000.0
1593,1,1,1000,"6430 W Belle Plaine Avenue 207 Chicago, IL 60634",199999.0
1594,4,2,900,"6026 S Carpenter Street Chicago, IL 60621",190000.0
1595,1,1,720,"33 E CEDAR Street 4B Chicago, IL 60611",189000.0
1596,3,1,1440,"9246 S Calumet Avenue Chicago, IL 60619",169000.0
1597,3,1,1100,"4509 S Wood Street Chicago, IL 60609",149900.0
1598,1,1,593,"2946 N Laramie Avenue 9 Chicago, IL 60641",115000.0
1599,2,2,1250,"2772 E 75th Street 2GS Chicago, IL 60649",99900.0
1600,3,1,1344,"8844 S Carpenter Street Chicago, IL 60620",46500.0
1601,2,2,2146,"401 N Wabash Avenue Unit 42I 42I 42I Chicago, IL 60611",1800000.0
1602,3,2,1800,"1158 N Cleveland Avenue Unit 1 Chicago, IL 60610",495000.0
1603,1,1,800,"1850 N Clark Street Unit 405 Chicago, IL 60614",245000.0
1604,3,1,731,"928 W 115th Place Chicago, IL 60643",90000.0
1605,2,2,1200,"7854 S South Shore Drive Unit 502 Chicago, IL 60649",80000.0
1606,6,3,3233,"2933 W Greenleaf Avenue Chicago, IL 60645",799000.0
1607,2,2,1390,"1629 S Prairie Avenue 1106 Chicago, IL 60616",535000.0
1608,2,2,1200,"210 S Desplaines Street 1001 Chicago, IL 60661",485000.0
1609,2,2,1228,"235 W VAN BUREN Street 4605 Chicago, IL 60607",425000.0
1610,4,3,1931,"5258 W Hanson Avenue Chicago, IL 60639",349900.0
1611,2,2,1600,"6147 N Sheridan Road 11B Chicago, IL 60660",348000.0
1612,3,3,1870,"6207 S Justine Street Chicago, IL 60636",340000.0
1613,2,2,1150,"4800 S Chicago Beach Drive 402N Chicago, IL 60615",229000.0
1614,3,1,3125,"2126 W 72ND Street Chicago, IL 60636",220000.0
1615,3,1,1150,"9730 S Emerald Avenue Chicago, IL 60628",205000.0
1616,4,4,4200,"2134 W Superior Street Chicago, IL 60612",1750000.0
1617,2,2,975,"2720 W Cortland Street 307 Chicago, IL 60647",394900.0
1618,3,2,2617,"7508 South May Street Chicago, IL 60620",320000.0
1619,4,1,1950,"7860 W Oakleaf Avenue Elmwood Park, IL 60707",319900.0
1620,3,2,1200,"8921 S Phillips Avenue Chicago, IL 60617",296500.0
1621,1,1,750,"1636 N Wells Street 411 Chicago, IL 60614",285900.0
1622,3,1,1728,"6412 S Wolcott Avenue Chicago, IL 60636",262000.0
1623,2,1,1100,"3133 W Leland Avenue 3 Chicago, IL 60625",250000.0
1624,1,1,800,"925 S Kedzie Avenue 3 Chicago, IL 60612",114500.0
1625,4,3,3188,"9537 S Leavitt Street Chicago, IL 60643",629000.0
1626,4,2,2330,"7038 S. Claremont Avenue Chicago, IL 60636",230000.0
1627,3,2,1190,"4638 W 116th Place Alsip, IL 60803",289900.0
1628,5,7,6250,"1416 N North Park Avenue Chicago, IL 60610",3200000.0
1629,3,2,1638,"211 N Harbor Drive 1202 Chicago, IL 60601",1500000.0
1630,5,5,4200,"7439 W Lunt Avenue Chicago, IL 60631",1245000.0
1631,4,2,1992,"1904 W Berwyn Avenue Chicago, IL 60640",950000.0
1632,2,2,1870,"1430 N La Salle Drive D1 Chicago, IL 60610",849000.0
1633,5,3,3600,"6919 S Constance Avenue Chicago, IL 60649",779000.0
1634,3,2,1414,"1831 W Cornelia Avenue Chicago, IL 60657",730000.0
1635,4,3,2600,"1923 N NATOMA Avenue Chicago, IL 60707",478400.0
1636,4,3,2600,"9800 S OAKLEY Avenue Chicago, IL 60643",469999.0
1637,2,2,1400,"669 N Peoria Street GS Chicago, IL 60642",454000.0
1638,3,2,1975,"1612 S Union Avenue 1 Chicago, IL 60616",424000.0
1639,4,2,1760,"3225 N Paris Avenue Chicago, IL 60634",419900.0
1640,1,1,983,"757 N Orleans Street 2105 Chicago, IL 60654",410000.0
1641,3,1,1571,"5324 S Lockwood Avenue Chicago, IL 60638",409873.0
1642,2,1,1100,"1122 W ALTGELD Street 10 Chicago, IL 60614",375000.0
1643,3,2,1385,"903 N Richmond Street 1 Chicago, IL 60622",359900.0
1644,1,1,1000,"1212 N Wells Street 402 Chicago, IL 60610",350000.0
1645,2,2,1200,"11337 S Peach Tree Lane Alsip, IL 60803",305000.0
1646,1,1,865,"520 S State Street 915 Chicago, IL 60605",295000.0
1647,3,1,1149,"11226 S Avon Avenue Alsip, IL 60803",289900.0
1648,3,1,1404,"4550 S Kedvale Avenue Chicago, IL 60632",279900.0
1649,2,2,1016,"9855 S University Avenue Chicago, IL 60628",274900.0
1650,4,3,1500,"2119 W 54th Place Chicago, IL 60609",274500.0
1651,5,2,2268,"7744 S Laflin Street Chicago, IL 60620",264900.0
1652,5,2,1452,"8214 S Laflin Street Chicago, IL 60620",250000.0
1653,3,1,1480,"2840 W Harrison Street A Chicago, IL 60612",245000.0
1654,3,1,1214,"10119 S Vernon Avenue Chicago, IL 60628",239999.0
1655,3,2,1200,"14509 S Edbrooke Avenue Riverdale, IL 60827",230000.0
1656,2,2,1400,"8219 S SPAULDING Avenue Chicago, IL 60652",230000.0
1657,2,1,1000,"6864 N Northwest Highway 1B Chicago, IL 60631",219900.0
1658,3,2,1737,"10945 S Lowe Avenue Chicago, IL 60628",179900.0
1659,3,2,1112,"8749 S Halsted Street Chicago, IL 60620",175000.0
1660,2,1,944,"12024 S Kildare Avenue 9 Alsip, IL 60803",119500.0
1661,3,1,1688,"8207 S Laflin Street Chicago, IL 60620",110000.0
1662,2,1,760,"9221 S Avalon Avenue Chicago, IL 60619",39900.0
1663,4,1,1614,"5100 N Monterey Avenue Norridge, IL 60706",439900.0
1664,3,3,2218,"1211 S Prairie Avenue , 1604 Chicago, IL 60605",1100000.0
1665,3,1,1713,"3139 W Jarlath Street Chicago, IL 60645",445000.0
1666,4,3,3940,"270 E Pearson Street 1302 Chicago, IL 60611",2500000.0
1667,3,2,2336,"363 E Wacker Drive 3402 Chicago, IL 60601",1999900.0
1668,4,3,3360,"2414 N Sawyer Avenue 1A Chicago, IL 60647",1100000.0
1669,4,4,4000,"3400 N LAKE SHORE Drive 3EF Chicago, IL 60657",1000000.0
1670,3,2,1800,"2414 N Sawyer Avenue 3A Chicago, IL 60647",950000.0
1671,3,3,2800,"1809 N Leavitt Street Chicago, IL 60647",949000.0
1672,4,4,2300,"655 W Irving Park Road 3902 Chicago, IL 60613",899000.0
1673,2,2,1530,"150 W Superior Street 1104 Chicago, IL 60654",875000.0
1674,3,2,1920,"2414 N Sawyer Avenue 2A Chicago, IL 60647",850000.0
1675,3,2,1600,"1629 S Prairie Avenue 2605 Chicago, IL 60616",650000.0
1676,4,4,2408,"1242 N LAKE SHORE Drive 11N Chicago, IL 60610",640000.0
1677,2,2,1800,"1455 W Wolfram Street A Chicago, IL 60657",625000.0
1678,2,2,1159,"234 W Polk Street 2605 Chicago, IL 60607",599000.0
1679,4,2,1131,"5025 W Superior Street Chicago, IL 60644",469900.0
1680,2,2,1850,"1022 W Irving Park Road 1 Chicago, IL 60613",445000.0
1681,2,2,1250,"3130 W FULLERTON Avenue 2E Chicago, IL 60647",440000.0
1682,3,2,1344,"1520 N Campbell Avenue Chicago, IL 60622",439900.0
1683,2,2,1600,"5246 N Kenmore Avenue 1N Chicago, IL 60640",429900.0
1684,3,3,3030,"1340 E 48th Street 1B Chicago, IL 60615",423200.0
1685,4,3,2420,"5733 W School Street Chicago, IL 60634",418900.0
1686,2,1,950,"843 W Adams Street 410 Chicago, IL 60607",390000.0
1687,1,1,1000,"432 W Dickens Avenue 3 Chicago, IL 60614",389000.0
1688,3,2,1624,"3638 N Oconto Avenue Chicago, IL 60634",379900.0
1689,2,2,1400,"4920 N Saint Louis Avenue 2 Chicago, IL 60625",360000.0
1690,4,2,1498,"4642 W Warwick Avenue Chicago, IL 60641",357000.0
1691,1,1,810,"345 N La Salle Drive 1903 Chicago, IL 60654",340000.0
1692,3,2,1099,"7933 S Avalon Avenue Chicago, IL 60619",283000.0
1693,2,2,1200,"8540 W Foster Avenue 703 Norridge, IL 60706",279900.0
1694,3,3,2126,"1142 E 46th Street Chicago, IL 60653",279900.0
1695,1,1,741,"474 N Lake Shore Drive 4103 Chicago, IL 60611",275000.0
1696,2,2,1600,"6145 N Sheridan Road 7C Chicago, IL 60660",274900.0
1697,4,2,2120,"11326 S EGGLESTON Avenue Chicago, IL 60619",268400.0
1698,1,1,570,"2342 W Adams Street 202 Chicago, IL 60612",267000.0
1699,2,2,1200,"1939 N Sawyer Avenue G Chicago, IL 60647",265000.0
1700,2,2,1000,"10315 S King Drive Chicago, IL 60628",254900.0
1701,2,1,900,"3950 N Lake Shore Drive 917C Chicago, IL 60613",250000.0
1702,3,2,1300,"3303 W Warren Boulevard 3 Chicago, IL 60624",229900.0
1703,1,1,900,"1253 W Leland Avenue 1 Chicago, IL 60640",219900.0
1704,3,1,1215,"14106 S Burnham Avenue Burnham, IL 60633",199900.0
1705,4,3,2300,"232 N La Crosse Avenue Chicago, IL 60651",175000.0
1706,1,1,800,"6171 N Sheridan Road 1204 Chicago, IL 60660",165000.0
1707,2,1,1030,"4006 N Pontiac Avenue G Chicago, IL 60634",159900.0
1708,2,1,900,"2333 N Neva Avenue 215C Chicago, IL 60707",149900.0
1709,3,2,1100,"4351 W 76th Street C1504 Chicago, IL 60652",39900.0
1710,2,2,1250,"222 N Columbus Drive Unit 1803 Chicago, IL 60601",465000.0
1711,7,3,3300,"4951 W Concord Place Chicago, IL 60639",440000.0
1712,3,1,1206,"4106 W 79th Place Chicago, IL 60652",299900.0
1713,5,2,1900,"6215 S California Avenue Chicago, IL 60629",265000.0
1714,5,2,1167,"12321 S Green Street Calumet Park, IL 60827",245000.0
1715,2,1,988,"3768 W. 78th Place Chicago, IL 60652",115000.0
1716,3,2,1998,"957 W 36th Place , 2 Chicago, IL 60609",540000.0
1717,3,1,1152,"2844 W 83rd Street Chicago, IL 60652",320000.0
1718,6,2,2500,"8342 S Justine Street Chicago, IL 60620",229000.0
1719,6,4,5000,"2641 N WAYNE Avenue Chicago, IL 60614",2250000.0
1720,4,3,3075,"4556 N Damen Avenue Chicago, IL 60625",1399900.0
1721,3,3,2000,"1005 N Riverwalk Street Chicago, IL 60611",1299999.0
1722,3,2,2300,"1236 W diversey Parkway PH Chicago, IL 60614",1190000.0
1723,2,2,2000,"33 W Huron Street 804 Chicago, IL 60611",995000.0
1724,2,2,1500,"955 W MONROE Street 4A Chicago, IL 60607",875000.0
1725,3,2,1792,"1335 S Prairie Avenue 1306 Chicago, IL 60605",650000.0
1726,3,3,2230,"6014 N Whipple Street Chicago, IL 60659",579000.0
1727,2,2,1351,"1235 S Prairie Avenue 703 Chicago, IL 60605",545000.0
1728,4,2,3080,"6922 S Euclid Avenue Chicago, IL 60649",449900.0
1729,4,3,976,"4127 W Cornelia Avenue Chicago, IL 60641",425000.0
1730,2,2,1260,"1841 S Calumet Avenue 1106 Chicago, IL 60616",389900.0
1731,4,2,1600,"4240 S Campbell Avenue Chicago, IL 60632",359000.0
1732,2,2,2000,"6849 W Belmont Avenue 2 Chicago, IL 60634",359000.0
1733,3,2,1039,"5812 S Moody Avenue Chicago, IL 60638",339963.0
1734,3,2,1850,"2521 N 76th Avenue 3N Elmwood Park, IL 60707",339000.0
1735,1,1,880,"200 W Grand Avenue 1402 Chicago, IL 60654",299900.0
1736,2,2,1200,"6150 N Kenmore Avenue 3D Chicago, IL 60660",289000.0
1737,3,2,1156,"14535 S Hoxie Avenue Burnham, IL 60633",189900.0
1738,2,1,1400,"12538 S Ada Street Calumet Park, IL 60827",165000.0
1739,2,1,1071,"8508 S May Street Chicago, IL 60620",159000.0
1740,1,1,700,"7234 W North Avenue 1109 Elmwood Park, IL 60707",119900.0
1741,2,1,1100,"7337 S SOUTH SHORE Drive 930 Chicago, IL 60649",67995.0
1742,3,2,1860,"518 W Roscoe Street Unit A Chicago, IL 60657",575000.0
1743,3,2,1095,"10229 S California Avenue Chicago, IL 60655",335000.0
1744,3,1,1161,"12159 S Millard Avenue Alsip, IL 60803",259900.0
1745,3,2,1248,"10513 S Avenue E Chicago, IL 60617",240000.0
1746,2,1,1100,"7540 N Ridge Boulevard , 5H Chicago, IL 60645",149500.0
1747,5,5,5000,"3848 N Hermitage Avenue Chicago, IL 60613",1960000.0
1748,3,4,4200,"1619 W Byron Street Chicago, IL 60613",1725000.0
1749,4,4,4400,"210 E WALTON Place C Chicago, IL 60611",1690000.0
1750,3,3,2880,"100 E Huron Street 3705 Chicago, IL 60611",1350000.0
1751,4,3,2295,"1340 W Chestnut Street 204 Chicago, IL 60642",1150000.0
1752,4,3,2684,"2602 W Bloomingdale Avenue Chicago, IL 60647",799900.0
1753,3,2,1720,"1370 W WALTON Street 2E Chicago, IL 60642",695000.0
1754,3,2,1700,"504 N Leavitt Street 305 Chicago, IL 60612",675000.0
1755,3,3,2300,"1534 N BOSWORTH Avenue 3 Chicago, IL 60642",644900.0
1756,2,2,1250,"1736 W Superior Street 2W Chicago, IL 60622",625000.0
1757,3,2,2000,"2242 W Taylor Street Chicago, IL 60612",525000.0
1758,3,2,2200,"1812 S State Street 26 Chicago, IL 60616",510000.0
1759,3,2,2552,"3411 N Osage Avenue Chicago, IL 60634",429900.0
1760,2,2,1250,"417 S Jefferson Street 106B Chicago, IL 60607",390000.0
1761,2,2,1226,"1070 W 15TH Street 202 Chicago, IL 60608",359900.0
1762,4,3,1728,"4514 W PARKER Avenue Chicago, IL 60639",339000.0
1763,2,2,1100,"1 E 8th Street 410 Chicago, IL 60605",325000.0
1764,3,2,1452,"9024 S Euclid Avenue Chicago, IL 60617",312500.0
1765,2,1,850,"5026 N Hermitage Avenue G Chicago, IL 60640",275000.0
1766,4,2,1962,"2947 W 101st Street Evergreen Park, IL 60805",249900.0
1767,2,2,1200,"5808 W College Drive 1C Alsip, IL 60803",199900.0
1768,3,2,1200,"7415 W Fullerton Avenue Elmwood Park, IL 60707",199900.0
1769,2,1,1008,"1108 W 87th Street B Chicago, IL 60620",150000.0
1770,3,2,1123,"10340 S Union Avenue Chicago, IL 60628",99900.0
1771,2,2,1100,"4300 W Ford City Drive 706 Chicago, IL 60652",50000.0
1772,4,2,2728,"3635 N Springfield Avenue Chicago, IL 60618",850000.0
1773,4,2,1700,"5103 N Odell Avenue Harwood Heights, IL 60706",449900.0
1774,5,3,2800,"7558 S King Drive Chicago, IL 60619",384000.0
1775,3,1,2300,"7121 S Vernon Avenue Chicago, IL 60619",290000.0
1776,1,1,1117,"6033 N Sheridan Road Unit 15L 15L Chicago, IL 60660",265000.0
1777,4,2,1200,"1020 W 129th Place Chicago, IL 60643",239900.0
1778,4,2,2106,"6925 S Stewart Avenue Chicago, IL 60621",45000.0
1779,3,2,2600,"705 W 31st Street , 3 Chicago, IL 60616",389000.0
1780,1,1,800,"2707 N Mildred Avenue , 2C Chicago, IL 60614",339900.0
1781,3,3,3436,"11 E Walton Street 4001 Chicago, IL 60611",2895000.0
1782,6,4,5500,"4231 N Wolcott Avenue Chicago, IL 60613",2100000.0
1783,4,3,3200,"2038 W Cortland Street Chicago, IL 60647",1469000.0
1784,3,2,2300,"544 N PAULINA Street 4 Chicago, IL 60622",925000.0
1785,4,3,2700,"1925 N Damen Avenue 1 Chicago, IL 60647",820000.0
1786,2,2,1611,"250 E Pearson Street 2801 Chicago, IL 60611",799000.0
1787,2,2,1691,"600 N Lake Shore Drive 1408 Chicago, IL 60611",769000.0
1788,3,2,1670,"100 E 14th Street 1001 Chicago, IL 60605",695000.0
1789,2,2,1600,"1248 W Fletcher Street A Chicago, IL 60657",649000.0
1790,3,3,2700,"3241 N Kenneth Avenue Chicago, IL 60641",649000.0
1791,2,2,1154,"500 W Superior Street 802 Chicago, IL 60654",530000.0
1792,4,3,2400,"1823 S Melody Court Chicago, IL 60616",449000.0
1793,3,2,1600,"3134 W Walton Street 4 Chicago, IL 60622",395000.0
1794,4,3,3754,"6137 S Maplewood Avenue Chicago, IL 60629",375000.0
1795,4,2,2000,"4353 W Marquette Road Chicago, IL 60629",369000.0
1796,3,2,2600,"8805 S Cornell Avenue Chicago, IL 60617",349000.0
1797,2,1,900,"2450 N Seminary Avenue 1A Chicago, IL 60614",325000.0
1798,3,2,1800,"5978 N Lincoln Avenue 5B Chicago, IL 60659",321123.0
1799,2,2,2745,"5422 W 26TH Street Cicero, IL 60804",319000.0
1800,3,1,1111,"4949 W Strong Street Chicago, IL 60630",299900.0
1801,1,1,804,"1322 S PRAIRIE Avenue 1509 Chicago, IL 60605",269000.0
1802,2,1,900,"3236 N Elston Avenue 2 Chicago, IL 60618",265000.0
1803,2,1,990,"5200 S Ellis Avenue 310 Chicago, IL 60615",220000.0
1804,1,1,720,"1720 S Michigan Avenue 904 Chicago, IL 60616",215000.0
1805,2,1,900,"6612 W 64th Place 1B Chicago, IL 60638",199000.0
1806,2,1,725,"1933 W Albion Avenue 2 Chicago, IL 60626",189999.0
1807,4,1,988,"Chicago, IL 60619",180000.0
1808,1,1,950,"2501 W Touhy Avenue 207 Chicago, IL 60645",159999.0
1809,2,2,1630,"2020 N Lincoln Park West Unit 37GH Chicago, IL 60614",990000.0
1810,4,4,4233,"4812 S Forrestville Avenue Chicago, IL 60615",699900.0
1811,4,3,4781,"8514 S Peoria Street Chicago, IL 60620",350000.0
1812,2,2,1300,"1345 W Fillmore Street , 3 Chicago, IL 60607",374900.0
1813,2,1,975,"1819 S Michigan Avenue , 1009 Chicago, IL 60616",319900.0
1814,5,3,1865,"8515 S Keeler Avenue Chicago, IL 60652",410000.0
1815,2,2,1620,"5801 N Sheridan Road 9C Chicago, IL 60660",405000.0
1816,3,2,1029,"5425 W Harrison Street Chicago, IL 60644",330000.0
1817,3,2,1200,"9642 S Forest Avenue Chicago, IL 60628",284900.0
1818,4,2,1700,"602 W 103rd Street Chicago, IL 60628",247500.0
1819,1,1,800,"1300 N Astor Street 10D Chicago, IL 60610",230000.0
1820,5,2,2000,"8339 S Baltimore Avenue Chicago, IL 60617",218000.0
1821,6,4,4200,"1753 W Barry Avenue Chicago, IL 60657",1999500.0
1822,2,2,1246,"405 N WABASH Avenue 5103 Chicago, IL 60611",475000.0
1823,1,1,927,"100 E 14th Street 2203 Chicago, IL 60605",395000.0
1824,2,2,1200,"1261 E 46th Street 201E Chicago, IL 60653",285000.0
1825,1,1,796,"4800 S Chicago Beach Drive 606N Chicago, IL 60615",175000.0
1826,1,1,800,"4800 S Chicago Beach Drive 2312N Chicago, IL 60615",165000.0
1827,2,1,760,"3848 W 47TH Street 2SE Chicago, IL 60632",129900.0
1828,3,1,1758,"7758 S St Lawrence Avenue Chicago, IL 60619",110900.0
1829,4,2,1276,"516 E 115th Street Chicago, IL 60628",198000.0
1830,7,5,7650,"338 W Oakdale Avenue Chicago, IL 60657",2990000.0
1831,3,4,3050,"1040 N Lake Shore Drive 6C Chicago, IL 60611",1250000.0
1832,4,3,3285,"1333 E Madison Park Chicago, IL 60615",1150000.0
1833,4,3,3000,"10 E SCHILLER Street 1E Chicago, IL 60610",895000.0
1834,3,3,2210,"1701 W Webster Avenue 310 Chicago, IL 60614",849900.0
1835,3,3,2114,"1701 W Webster Avenue 204 Chicago, IL 60614",829900.0
1836,3,3,2398,"1511 W Walton Street 1 Chicago, IL 60642",675000.0
1837,2,2,1150,"3920 N Sheridan Road 309 Chicago, IL 60613",469150.0
1838,3,2,2200,"2323 N Keating Avenue Chicago, IL 60639",455000.0
1839,3,2,1650,"6007 N Sheridan Road 4J Chicago, IL 60660",439999.0
1840,2,1,1177,"1111 S Wabash Avenue 808 Chicago, IL 60605",389000.0
1841,3,2,1639,"2257 W Lake Street 201 Chicago, IL 60612",359900.0
1842,3,2,2000,"8141 S Avalon Avenue Chicago, IL 60619",334900.0
1843,7,3,2557,"654 N Central Avenue Chicago, IL 60644",299000.0
1844,3,2,1400,"1052 N Kedvale Avenue Chicago, IL 60651",290000.0
1845,3,2,1120,"11643 S Ada Street Chicago, IL 60643",284900.0
1846,3,2,1071,"2055 W 80th Street Chicago, IL 60620",205000.0
1847,2,2,1648,"12806 S Parnell Avenue Chicago, IL 60628",169900.0
1848,3,1,630,"2448 N Normandy Avenue Chicago, IL 60707",139900.0
1849,3,1,1201,"8055 S Colfax Avenue Chicago, IL 60617",130000.0
1850,3,1,1136,"14431 S Lowe Avenue Riverdale, IL 60827",125000.0
1851,3,2,1191,"9840 S Yates Boulevard Chicago, IL 60617",120000.0
1852,1,1,750,"5148 S King Drive B3 Chicago, IL 60615",89000.0
1853,5,3,3155,"Chicago, IL 60637",299000.0
1854,6,2,2080,"514 E 92nd Street Chicago, IL 60619",215000.0
1855,2,1,910,"12603 S Laflin Street Calumet Park, IL 60827",135000.0
1856,2,2,1140,"4015 N Milwaukee Avenue , 413 Chicago, IL 60641",319900.0
1857,3,1,3375,"10354 S Commercial Avenue Chicago, IL 60617",198700.0
1858,4,4,4850,"1208 W NEWPORT Avenue Chicago, IL 60657",2075000.0
1859,4,3,2900,"1950 W Dickens Avenue PH Chicago, IL 60614",1850000.0
1860,3,4,3668,"2439 N Richmond Street Chicago, IL 60647",1649000.0
1861,2,2,1832,"600 N FAIRBANKS Court 3705 Chicago, IL 60611",1349900.0
1862,2,2,2145,"676 N KINGSBURY Street 302 Chicago, IL 60654",1199900.0
1863,6,3,4242,"10751 S Hoyne Avenue Chicago, IL 60643",899900.0
1864,3,3,2500,"1918 N Clark Street 1 Chicago, IL 60614",899000.0
1865,3,2,1692,"1016 N Crosby Street Chicago, IL 60610",825000.0
1866,3,2,2496,"1113 N MOZART Street 101 Chicago, IL 60622",740000.0
1867,2,2,1500,"901 W Madison Street 420 Chicago, IL 60607",674900.0
1868,2,2,1490,"630 N Franklin Street 1110 Chicago, IL 60654",599000.0
1869,4,2,2002,"5732 W Eastwood Avenue Chicago, IL 60630",500000.0
1870,2,2,1200,"5206 N Winthrop Avenue 4 Chicago, IL 60640",475000.0
1871,2,2,1000,"225 S Sangamon Street 408 Chicago, IL 60607",450000.0
1872,2,2,1100,"345 W Fullerton Parkway 1706 Chicago, IL 60614",425000.0
1873,5,4,2255,"6122 W 59th Street Chicago, IL 60638",400000.0
1874,3,1,1826,"1629 N Natoma Avenue Chicago, IL 60707",399900.0
1875,4,4,2500,"43 N Pine Avenue Chicago, IL 60644",399900.0
1876,2,2,1260,"1841 S Calumet Avenue 1604 Chicago, IL 60616",395000.0
1877,4,3,2400,"818 N Lawndale Avenue Chicago, IL 60651",390000.0
1878,5,3,2448,"2541 N 76th Avenue Elmwood Park, IL 60707",325000.0
1879,1,1,850,"1355 N Sandburg Terrace 2108D Chicago, IL 60610",319000.0
1880,2,1,791,"2004 W WALTON Street 2B Chicago, IL 60622",299000.0
1881,4,2,1400,"1411 E 67th Place 1E Chicago, IL 60637",249900.0
1882,1,1,840,"655 W Irving Park Road 2516 Chicago, IL 60613",225000.0
1883,3,2,1292,"5159 S May Street Chicago, IL 60609",219000.0
1884,5,2,1091,"10014 S Lafayette Avenue Chicago, IL 60628",209900.0
1885,2,2,2100,"4005 S Calumet Avenue 1 Chicago, IL 60653",174900.0
1886,2,1,1111,"2205 W Highland Avenue 4N Chicago, IL 60659",170000.0
1887,3,1,880,"12219 S Throop Street Chicago, IL 60643",139999.0
1888,4,2,1200,"7734 S Trumbull Avenue Chicago, IL 60652",129900.0
1889,2,1,950,"115 E 60th Street 2 Chicago, IL 60637",104900.0
1890,2,1,935,"10840 S Buffalo Avenue Chicago, IL 60617",79900.0
1891,2,1,975,"8136 S Drexel Avenue 3 Chicago, IL 60619",79900.0
1892,1,1,861,"8 E Randolph Street Unit 1607 Chicago, IL 60601",298000.0
1893,3,3,3300,"400 E Ohio Street , 4901 Chicago, IL 60611",1695000.0
1894,2,2,1200,"100 S Ashland Avenue , 204 Chicago, IL 60607",369000.0
1895,5,6,7100,"4628 S Drexel Boulevard Chicago, IL 60653",1499000.0
1896,3,3,2300,"1313 N Ritchie Court 1401-1408 Chicago, IL 60610",1306800.0
1897,4,4,3647,"4558 S Ellis Avenue Chicago, IL 60653",1275000.0
1898,3,3,2400,"222 E Chestnut Street 10B Chicago, IL 60611",999000.0
1899,3,3,2100,"600 N Kingsbury Street 1906 Chicago, IL 60654",965000.0
1900,2,2,1400,"837 W Buckingham Place 4 Chicago, IL 60657",839000.0
1901,2,2,1201,"211 N Harbor Drive 401 Chicago, IL 60601",800000.0
1902,3,2,1800,"4062 N Lincoln Avenue 4 Chicago, IL 60618",775000.0
1903,3,3,2400,"3007 W Newport Avenue Chicago, IL 60618",724900.0
1904,2,2,1263,"234 W Polk Street 2903 Chicago, IL 60607",645000.0
