,bed rooms,baths,square feet,address,price
768,2,2,1247,"2210 W Addison Street 3 Chicago, IL 60618",625000.0
769,2,2,1790,"915 N Howe Street Chicago, IL 60610",625000.0
770,3,2,2200,"1022 S RACINE Avenue 302 Chicago, IL 60607",545000.0
771,5,3,1814,"4048 N Marmora Avenue Chicago, IL 60630",519500.0
772,2,2,1240,"659 W Randolph Street 1616 Chicago, IL 60661",509000.0
773,2,2,1206,"1600 S Indiana Avenue 1803 Chicago, IL 60616",499999.0
774,4,3,2344,"1305 N Mason Avenue Chicago, IL 60651",484900.0
775,2,2,1250,"611 S Wells Street 2005 Chicago, IL 60607",479000.0
776,3,2,1250,"1828 S RACINE Avenue 1 Chicago, IL 60608",434900.0
777,4,3,1357,"4925 W Altgeld Street Chicago, IL 60639",399900.0
778,3,2,1388,"6101 N Naples Avenue Chicago, IL 60631",389900.0
779,3,3,1900,"5200 S Ellis Avenue 605-6 Chicago, IL 60615",380000.0
780,3,2,1600,"6448 N Fairfield Avenue 4 Chicago, IL 60645",365000.0
781,3,1,1200,"2601 W Haddon Avenue 2E Chicago, IL 60622",349000.0
782,2,1,1000,"5912 N Paulina Street 1W Chicago, IL 60660",325000.0
783,3,2,1050,"838 W 31st Street 4A Chicago, IL 60608",325000.0
784,4,2,2169,"3520 N Oriole Avenue Chicago, IL 60634",324500.0
785,3,2,1500,"1706 W 91st Street Chicago, IL 60620",320000.0
786,3,2,1600,"7147 S Mozart Street Chicago, IL 60629",309000.0
787,4,2,1056,"5702 S Loomis Boulevard Chicago, IL 60636",284900.0
788,1,1,907,"212 E Cullerton Street 812 Chicago, IL 60616",270000.0
789,2,1,800,"3805 N Ravenswood Avenue 1 Chicago, IL 60613",269900.0
790,1,1,775,"3505 S Morgan Street 320 Chicago, IL 60609",265000.0
791,2,1,800,"2303 W Winona Street 1E Chicago, IL 60625",250000.0
792,3,2,1120,"11654 S Throop Street Chicago, IL 60643",249900.0
793,2,2,1400,"10352 S WALDEN Parkway 1F Chicago, IL 60643",249900.0
794,3,1,948,"5247 W 63rd Place Chicago, IL 60638",242000.0
795,2,2,1900,"11837 S Wentworth Avenue Chicago, IL 60628",235999.0
796,3,1,1191,"11617 S Aberdeen Street Chicago, IL 60643",204900.0
797,2,1,900,"932 W Sunnyside Avenue 1C Chicago, IL 60640",200000.0
798,2,2,1150,"6617 S INGLESIDE Avenue 4N Chicago, IL 60637",199900.0
799,1,1,759,"4747 S Lotus Avenue Chicago, IL 60638",159873.0
800,3,2,1450,"9326 S May Street Chicago, IL 60620",150000.0
801,2,2,964,"10826 S Buffalo Avenue Chicago, IL 60617",120000.0
802,4,1,1000,"6624 S Lowe Avenue Chicago, IL 60621",112500.0
803,5,2,1800,"7307 S CARPENTER Street Chicago, IL 60621",112500.0
804,2,2,1200,"8143 S Woodlawn Avenue Chicago, IL 60619",111997.0
805,4,1,798,"6913 S Throop Street Chicago, IL 60636",99000.0
806,3,1,961,"14313 S Eggleston Avenue Riverdale, IL 60827",95000.0
807,3,1,1100,"11536 S La Salle Street Chicago, IL 60628",54900.0
808,2,3,2000,"5555 N Sheridan Road Unit 1815 Chicago, IL 60640",460000.0
809,3,3,1800,"7955 S Blackstone Avenue Chicago, IL 60617",250000.0
810,3,2,1133,"2801 W Coyle Avenue Chicago, IL 60645",499900.0
811,2,2,2550,"14 W Superior Street 4804 Chicago, IL 60654",2450000.0
812,5,3,4400,"1856 W HURON Street Chicago, IL 60622",1699500.0
813,3,2,2850,"161 E CHICAGO Avenue 33DE Chicago, IL 60611",1550000.0
814,3,3,2575,"1356 W Chestnut Street 201 Chicago, IL 60642",1500000.0
815,4,3,4000,"1438 N North Park Avenue 1 Chicago, IL 60610",1299000.0
816,3,3,3000,"1201 S Prairie Avenue 701 Chicago, IL 60605",1250000.0
817,4,3,4000,"2434 W ERIE Street Chicago, IL 60612",1149500.0
818,2,2,2100,"474 N LAKE SHORE Drive 6003 Chicago, IL 60611",799500.0
819,2,2,1372,"3228 N Seminary Avenue 3 Chicago, IL 60657",799000.0
820,2,2,2000,"1255 N State Parkway 2AC Chicago, IL 60610",785000.0
821,3,2,1800,"3125 N Clybourn Avenue 3S Chicago, IL 60618",779000.0
822,5,4,3500,"4332 S Saint Lawrence Avenue Chicago, IL 60653",699999.0
823,4,3,2200,"6253 N KARLOV Avenue Chicago, IL 60646",574900.0
824,1,1,1002,"1211 S Prairie Avenue 3602 Chicago, IL 60605",552500.0
825,3,2,1500,"1310 N Ritchie Court 8C Chicago, IL 60610",534900.0
826,3,2,2400,"7558 W Palatine Avenue Chicago, IL 60631",529900.0
827,3,2,3000,"5701 W Grace Street Chicago, IL 60634",525000.0
828,3,1,1600,"919 W Ainslie Street 2 Chicago, IL 60640",485000.0
829,3,2,1322,"4900 W Cullom Avenue Chicago, IL 60641",474900.0
830,2,2,1254,"808 N Greenview Avenue 3E Chicago, IL 60642",465000.0
831,3,2,2500,"6101 N Karlov Avenue Chicago, IL 60646",439900.0
832,2,2,1350,"1610 W Grand Avenue 2A Chicago, IL 60622",439000.0
833,3,2,1650,"5123 N Mulligan Avenue Chicago, IL 60630",435000.0
834,3,3,2245,"7614 S Chappel Avenue Chicago, IL 60649",420000.0
835,2,2,1614,"7527 N Octavia Avenue Chicago, IL 60631",414900.0
836,2,2,1450,"1025 W BALMORAL Avenue 1B Chicago, IL 60640",399000.0
837,3,2,1200,"6240 S Mayfield Avenue Chicago, IL 60638",350000.0
838,3,2,1438,"1923 N 74th Avenue Elmwood Park, IL 60707",350000.0
839,2,2,1448,"3180 N Lake Shore Drive 5C Chicago, IL 60657",349900.0
840,2,2,1050,"1540 N STATE Parkway 15B Chicago, IL 60610",339900.0
841,5,2,2227,"3652 W 117th Street Alsip, IL 60803",335000.0
842,1,1,800,"401 E Ontario Street 2408 Chicago, IL 60611",320000.0
843,4,3,2622,"9316 S LaFayette Avenue Chicago, IL 60620",315900.0
844,3,2,1200,"10737 S Troy Street Chicago, IL 60655",309000.0
845,3,2,1152,"7345 S Washtenaw Avenue Chicago, IL 60629",300000.0
846,6,3,2200,"3108 W 54th Place Chicago, IL 60632",290000.0
847,3,2,1425,"1718 E 87th Place Chicago, IL 60617",279000.0
848,3,2,1600,"11619 S Elizabeth Street Chicago, IL 60643",275000.0
849,2,2,1180,"7250 W Rascher Avenue Chicago, IL 60656",265000.0
850,1,1,900,"1150 N Lake Shore Drive 2D Chicago, IL 60611",260000.0
851,4,1,972,"1318 S 51st Avenue Cicero, IL 60804",260000.0
852,3,2,1043,"12715 S Laflin Street Calumet Park, IL 60827",229900.0
853,1,2,1200,"2010 W 68th Street Chicago, IL 60621",225000.0
854,3,2,1896,"8821 S Loomis Street Chicago, IL 60620",219900.0
855,3,1,1050,"9014 S Kingston Avenue Chicago, IL 60617",215000.0
856,1,1,850,"3550 N Lake Shore Drive 2717 Chicago, IL 60657",210000.0
857,3,2,3750,"6327 S Kenneth Avenue Chicago, IL 60629",210000.0
858,3,2,1044,"1807 E 93rd Street Chicago, IL 60617",209900.0
859,1,1,879,"6482 N Northwest Highway 106 Chicago, IL 60631",175000.0
860,3,1,1200,"8746 S Wood Street Chicago, IL 60620",165000.0
861,3,1,960,"12328 S Honore Street Calumet Park, IL 60827",145000.0
862,2,2,1196,"3502 W 65TH Place Chicago, IL 60629",145000.0
863,2,1,1100,"1441 W Farwell Avenue 3A Chicago, IL 60626",134500.0
864,4,2,1456,"7357 S Evans Avenue Chicago, IL 60619",77000.0
865,4,2,2879,"4324 N Kostner Avenue Chicago, IL 60641",789900.0
866,4,2,2010,"1801 W Diversey Parkway Unit 8 Chicago, IL 60614",630000.0
867,2,2,1250,"1030 N State Street Unit 26B Chicago, IL 60610",610000.0
868,3,2,1350,"222 E Pearson Street Unit 1801 Chicago, IL 60611",425000.0
869,3,2,2925,"9208 S Indiana Avenue Chicago, IL 60619",295900.0
870,4,2,1366,"414 W 96th Place Chicago, IL 60628",244900.0
871,3,1,1104,"11176 S Hermosa Avenue Chicago, IL 60643",142500.0
872,3,3,1700,"2911 W Glenlake Avenue Chicago, IL 60659",385000.0
873,3,2,2500,"6916 S Normal Boulevard Chicago, IL 60621",215000.0
874,2,2,1532,"833 W 15th Place 808 Chicago, IL 60608",429000.0
875,2,2,1500,"7141 N Kedzie Avenue 506 Chicago, IL 60645",204500.0
876,1,1,700,"6811 N Northwest Highway 1 Chicago, IL 60631",179000.0
877,2,2,1250,"550 N Saint Clair Street 2103 Chicago, IL 60611",525000.0
878,3,2,1568,"5442 N Western Avenue 2B Chicago, IL 60625",524900.0
879,3,2,1030,"11263 S Drake Avenue Chicago, IL 60655",314900.0
880,3,2,2240,"11526 S Aberdeen Street Chicago, IL 60643",249500.0
881,1,1,800,"5415 N Sheridan Road 502 Chicago, IL 60640",179900.0
882,3,2,1256,"8315 S Dante Avenue Chicago, IL 60619",105000.0
883,5,3,2964,"4928 W Kamerling Avenue Chicago, IL 60651",399000.0
884,1,1,860,"5455 N Sheridan Road Unit 408 Chicago, IL 60640",179900.0
885,6,5,4500,"366 W Superior Street 1001-1004 Chicago, IL 60654",3249995.0
886,4,5,4349,"8240 W Winona Street Norridge, IL 60706",1250000.0
887,4,3,3800,"2624 N Monticello Avenue Chicago, IL 60647",1249000.0
888,3,3,1800,"1030 N STATE Street 34LM Chicago, IL 60610",995000.0
889,3,3,2600,"360 E Randolph Street 2805 Chicago, IL 60601",899000.0
890,4,3,2820,"7324 W Lunt Avenue Chicago, IL 60631",795000.0
891,3,3,2400,"3534 N Reta Avenue 1 Chicago, IL 60657",650000.0
892,2,2,1600,"2623 W Logan Boulevard 3W Chicago, IL 60647",565000.0
893,4,2,1691,"5624 W Henderson Street Chicago, IL 60634",520000.0
894,3,2,1292,"1466 S State Street Chicago, IL 60605",519000.0
895,4,3,3243,"2659 N Mason Avenue Chicago, IL 60639",514900.0
896,2,2,1000,"2423 W Fullerton Avenue 3E Chicago, IL 60647",499900.0
897,2,2,1325,"101 W Superior Street 601 Chicago, IL 60654",499000.0
898,2,2,1500,"2101 W RICE Street 101 Chicago, IL 60622",479900.0
899,1,1,1000,"155 N HARBOR Drive 2404 Chicago, IL 60601",450000.0
900,3,2,1500,"1555 N Sandburg Terrace 401K Chicago, IL 60610",449500.0
901,2,2,1200,"4308 N Oriole Avenue Norridge, IL 60706",415000.0
902,3,1,1324,"7000 W Roscoe Street Chicago, IL 60634",399500.0
903,1,2,3844,"1517 N Waller Avenue Chicago, IL 60651",359900.0
904,2,2,1000,"235 W Van Buren Street 2102 Chicago, IL 60607",358000.0
905,5,2,1917,"3516 N Neenah Avenue Chicago, IL 60634",350000.0
906,1,1,800,"170 W Polk Street 1602 Chicago, IL 60605",310000.0
907,3,2,1200,"8909 S Phillips Avenue Chicago, IL 60617",299900.0
908,3,1,1864,"1523 N Parkside Avenue Chicago, IL 60651",289900.0
909,2,2,1200,"5445 N Sheridan Road 1901 Chicago, IL 60640",280000.0
910,1,1,649,"1801 W Larchmont Avenue 205 Chicago, IL 60613",279900.0
911,2,1,1182,"6461 W Warner Avenue 317 Chicago, IL 60634",270000.0
912,3,1,1250,"1413 S 59th Court Cicero, IL 60804",255000.0
913,2,2,816,"7417 S Maplewood Avenue Chicago, IL 60629",249900.0
914,3,2,1152,"7316 S Troy Street Chicago, IL 60629",209900.0
915,1,1,1200,"4026 S Oakenwald Avenue 1 Chicago, IL 60653",195000.0
916,6,2,976,"5430 W Gladys Avenue Chicago, IL 60644",179900.0
917,2,1,1000,"4300 W Ford City Drive 1210 Chicago, IL 60652",80000.0
918,2,2,1952,"401 N Wabash Avenue Unit 79F Chicago, IL 60611",1700000.0
919,3,2,1300,"7953 W. Gunnison Street Norridge, IL 60706",475000.0
920,3,1,1034,"5543 S Mason Avenue Chicago, IL 60638",290000.0
921,3,2,1100,"8755 S Prairie Avenue Chicago, IL 60619",275000.0
922,1,1,1100,"732 S Financial 609 Chicago, IL 60605",255000.0
923,5,2,1500,"6338 S Bell Avenue Chicago, IL 60636",249900.0
924,2,1,1450,"2735 N Kimball Avenue , 5 Chicago, IL 60647",350000.0
925,2,1,950,"13533 S Buffalo Avenue Chicago, IL 60633",185000.0
926,6,4,5000,"2346 W Ohio Street Chicago, IL 60612",2250000.0
927,5,4,4000,"121 W DELAWARE Place Chicago, IL 60610",1750000.0
928,4,4,2900,"2753 N Hampden Court 5A Chicago, IL 60614",1625000.0
929,4,4,4263,"2138 W Summerdale Avenue Chicago, IL 60625",1495000.0
930,3,2,2200,"400 W Huron Street 1002 Chicago, IL 60654",1424900.0
931,4,4,5700,"5698 N New Hampshire Avenue Chicago, IL 60631",1195000.0
932,3,2,2681,"6818 N Oleander Avenue Chicago, IL 60631",1099000.0
933,3,2,2400,"1522 W Huron Street 3W Chicago, IL 60642",999900.0
934,3,2,1929,"1160 S Michigan Avenue 3405 Chicago, IL 60605",860000.0
935,5,4,4724,"9924 S Longwood Drive Chicago, IL 60643",824873.0
936,3,2,2000,"6944 N Osceola Avenue Chicago, IL 60631",799000.0
937,2,2,1489,"60 E Monroe Street 4904 Chicago, IL 60603",699900.0
938,3,2,1650,"1526 N La Salle Drive 3E Chicago, IL 60610",665000.0
939,2,2,1567,"360 E Randolph Street 905 Chicago, IL 60601",650000.0
940,2,2,1450,"530 N LAKE SHORE Drive 2408 Chicago, IL 60611",575000.0
941,2,2,1716,"160 E ILLINOIS Street 1008 Chicago, IL 60611",574000.0
942,4,2,2800,"5430 N Nashville Avenue Chicago, IL 60656",539900.0
943,3,2,1600,"5021 N KENMORE Avenue 3N Chicago, IL 60640",525000.0
944,3,2,1800,"860 W Lakeside Place A Chicago, IL 60640",515000.0
945,7,3,1758,"4051 N Meade Avenue Chicago, IL 60634",479500.0
946,2,2,1250,"405 N Wabash Avenue 3609 Chicago, IL 60611",454999.0
947,2,2,1000,"635 N Dearborn Street 903 Chicago, IL 60654",449000.0
948,2,2,1250,"33 W ONTARIO Street 22H Chicago, IL 60654",445000.0
949,4,2,2340,"5210 S King Drive F Chicago, IL 60615",439000.0
950,4,3,1080,"5648 N Moody Avenue Chicago, IL 60646",429900.0
951,2,2,1263,"701 S Wells Street 2301 Chicago, IL 60607",399800.0
952,3,2,1600,"3126 W Walton Street 4 Chicago, IL 60622",394000.0
953,3,2,1013,"5105 S Natchez Avenue Chicago, IL 60638",379900.0
954,2,2,1000,"5924 N Paulina Street 3E Chicago, IL 60660",379000.0
955,2,2,1100,"1515 S Prairie Avenue 715 Chicago, IL 60605",375000.0
956,2,2,888,"3834 N Pacific Avenue Chicago, IL 60634",349900.0
957,4,3,2077,"8155 S Crandon Avenue Chicago, IL 60617",349900.0
958,3,2,1500,"1102 E 46TH Street 201 Chicago, IL 60653",339000.0
959,3,2,1560,"7410 W Lawrence Avenue 217 Harwood Heights, IL 60706",335000.0
960,3,2,1700,"12101 S Lafayette Avenue Chicago, IL 60628",329999.0
961,1,1,840,"400 E RANDOLPH Street 1008 Chicago, IL 60601",325000.0
962,2,2,1350,"3126 W Walton Street 1 Chicago, IL 60622",315000.0
963,1,1,860,"849 N Franklin Street 502 Chicago, IL 60610",314000.0
964,3,2,1600,"4426 S Calumet Avenue G Chicago, IL 60653",305000.0
965,3,1,1393,"5331 W Catalpa Avenue Chicago, IL 60630",299999.0
966,1,1,750,"421 W Huron Street 1508 Chicago, IL 60654",299995.0
967,1,1,850,"125 S Jefferson Street 1208 Chicago, IL 60661",285000.0
968,2,2,1100,"3857 N Harlem Avenue 202A Chicago, IL 60634",274900.0
969,2,1,1404,"11018 S Drake Avenue Chicago, IL 60655",270000.0
970,2,2,1250,"1602 N Nagle Avenue 3 Chicago, IL 60707",265000.0
971,1,1,1000,"2310 S Canal Street 512 Chicago, IL 60616",250000.0
972,3,1,900,"11623 S Laflin Street Chicago, IL 60643",230000.0
973,2,1,901,"1901 S 55th Court Cicero, IL 60804",209900.0
974,4,2,1875,"7642 S Paxton Avenue Chicago, IL 60649",195000.0
975,2,1,900,"2208 W Farwell Avenue 3 Chicago, IL 60645",149900.0
976,1,1,800,"2901 S Michigan Avenue 1009 Chicago, IL 60616",126999.0
977,5,1,1052,"11431 S Indiana Avenue Chicago, IL 60628",95900.0
978,2,1,1182,"5836 S Talman Avenue Chicago, IL 60629",78000.0
979,6,4,2628,"3050 W Columbia Avenue Chicago, IL 60645",1149000.0
980,5,4,3800,"6530 S University Avenue Chicago, IL 60637",1053865.0
981,4,3,1449,"6811 N Mendota Ave. Chicago, IL 60646",499900.0
982,3,2,1070,"2909 N Nordica Avenue Chicago, IL 60634",435000.0
983,1,1,1000,"155 N Harbor Drive Unit 2804 2804 Chicago, IL 60601",399500.0
984,2,1,1166,"1639 N 76th Avenue Elmwood Park, IL 60707",375000.0
985,4,2,1040,"11269 S Loomis Street Chicago, IL 60643",225500.0
986,2,2,1070,"1830 N Austin Avenue Chicago, IL 60639",259000.0
987,2,1,900,"4840 W Engle Road , 3SE Alsip, IL 60803",99900.0
988,6,4,4000,"3300 N Hoyne Avenue Chicago, IL 60618",2199000.0
989,5,3,4128,"2036 N Wolcott Avenue Chicago, IL 60622",1749000.0
990,8,3,5086,"4800 S Kenwood Avenue Chicago, IL 60615",1495000.0
991,2,3,2440,"235 W Goethe Street Chicago, IL 60610",1199000.0
992,1,1,1475,"401 N Wabash Avenue 46J Chicago, IL 60611",895000.0
993,3,3,3200,"4110 N Kenneth Avenue Chicago, IL 60641",875000.0
994,3,3,2200,"1806 W Belmont Avenue 1 Chicago, IL 60657",869900.0
995,4,3,2267,"1767 W Rosehill Drive 101 Chicago, IL 60660",825000.0
996,2,2,1800,"2619 N Seminary Avenue 3 Chicago, IL 60614",799000.0
997,4,3,2300,"5432 S Ellis Avenue A Chicago, IL 60615",729000.0
998,3,2,1778,"1767 W Rosehill Drive 301 Chicago, IL 60660",725000.0
999,4,2,3023,"3005 N Washtenaw Avenue Chicago, IL 60618",629000.0
1000,3,2,2000,"1715 W Beach Avenue 1 Chicago, IL 60622",599000.0
1001,5,4,2507,"5849 N Mulligan Avenue Chicago, IL 60646",599000.0
1002,3,3,1750,"1008 W Cullerton 2W Chicago, IL 60608",585000.0
1003,3,3,2356,"4138 W Crystal Street Chicago, IL 60651",524900.0
1004,2,2,1493,"2352 W Bloomingdale Avenue 4E Chicago, IL 60647",499900.0
1005,2,2,1800,"1020 S WABASH Avenue 4C Chicago, IL 60605",499000.0
1006,2,2,1260,"1122 N CLARK Street 2103 Chicago, IL 60610",459000.0
1007,3,2,1535,"1134 W Granville Avenue 809 Chicago, IL 60660",454900.0
1008,2,2,1039,"1720 S Michigan Avenue 810 Chicago, IL 60616",450000.0
1009,2,2,1225,"6119 N Mason Avenue Chicago, IL 60646",449900.0
1010,3,2,2400,"2500 N 74th Avenue 1N Elmwood Park, IL 60707",449000.0
1011,2,2,1300,"1371 W Crystal Street A Chicago, IL 60642",359000.0
1012,4,2,1642,"1109 N Keystone Avenue Chicago, IL 60651",349000.0
1013,2,2,1100,"1440 S MICHIGAN Avenue 414 Chicago, IL 60605",330000.0
1014,3,2,1900,"5223 S Dorchester Avenue 1N Chicago, IL 60615",330000.0
1015,5,2,1636,"8411 S Kolmar Avenue Chicago, IL 60652",324900.0
1016,3,1,1025,"2817 N 75th Court Elmwood Park, IL 60707",319900.0
1017,1,1,720,"451 W HURON Street 1406 Chicago, IL 60654",312000.0
1018,3,1,1404,"3912 W 117TH Street Alsip, IL 60803",309900.0
1019,3,1,1008,"4733 S Lavergne Avenue Chicago, IL 60638",289900.0
1020,1,1,800,"3430 N Lake Shore Drive 12J Chicago, IL 60657",274999.0
1021,1,1,820,"535 N MICHIGAN Avenue 2311 Chicago, IL 60611",265000.0
1022,3,2,1700,"4454 S Vincennes Avenue 3S Chicago, IL 60653",265000.0
1023,2,2,1110,"5404 W Crystal Street Chicago, IL 60651",260000.0
1024,3,2,1222,"2857 W Congress Parkway Chicago, IL 60612",253900.0
1025,3,2,1220,"5900 S King Drive C-3 Chicago, IL 60637",250000.0
1026,2,1,926,"921 N Noble Street 203 Chicago, IL 60642",237000.0
1027,4,2,1398,"5111 W 22nd Place Cicero, IL 60804",229000.0
1028,2,1,888,"9241 S UTICA Avenue Evergreen Park, IL 60805",220000.0
1029,3,1,945,"9522 S Greenwood Avenue Chicago, IL 60628",200000.0
1030,3,1,1129,"14413 S Wallace Avenue Riverdale, IL 60827",200000.0
1031,1,1,825,"5455 N SHERIDAN Road 704 Chicago, IL 60640",194900.0
1032,3,1,1312,"8456 S Ada Street Chicago, IL 60620",159900.0
1033,5,3,1275,"6141 S Talman Avenue Chicago, IL 60629",140000.0
1034,3,2,1700,"4453 S Lake Park Avenue Unit 2 Chicago, IL 60653",359000.0
1035,2,1,1200,"4453 S Lake Park Avenue Unit 4 Chicago, IL 60653",329000.0
1036,3,3,1500,"2057 W Fargo Avenue Unit 1 Chicago, IL 60645",299950.0
1037,2,1,1008,"4843 S Lawler Avenue Chicago, IL 60638",272500.0
1038,2,1,1134,"5938 W Pershing Rd Cicero, IL 60804",220000.0
1039,1,1,625,"850 N Dewitt Place Unit 6F Chicago, IL 60611",199900.0
1040,3,1,925,"13247 S Forrestville Avenue Chicago, IL 60827",89000.0
1041,2,1,1456,"2334 W Warren Boulevard Chicago, IL 60612",459000.0
1042,5,5,5200,"1443 N Dearborn Parkway Chicago, IL 60610",1999000.0
1043,6,5,9074,"4750 S Drexel Boulevard Chicago, IL 60615",1945000.0
1044,3,2,2575,"1200 N Lake Shore Drive M3 Chicago, IL 60610",1249000.0
1045,2,2,1325,"110 W SUPERIOR Street 1402 Chicago, IL 60654",639000.0
1046,3,2,2000,"2058 N Western Avenue 201 Chicago, IL 60647",599900.0
1047,2,2,1400,"1629 S Prairie Avenue 711 Chicago, IL 60616",599000.0
1048,3,2,1750,"4107 W Addison Street Chicago, IL 60641",555000.0
1049,3,1,1250,"5708 N Glenwood Avenue Chicago, IL 60660",489000.0
1050,3,3,2800,"5510 N Sheridan Road 14A Chicago, IL 60640",479900.0
1051,3,2,980,"5524 N Odell Avenue Chicago, IL 60656",414900.0
1052,5,3,2982,"4517 W Schubert Avenue Chicago, IL 60639",397000.0
1053,5,3,3600,"8212 S Clyde Avenue Chicago, IL 60617",389900.0
1054,3,2,1152,"7917 W Metropole Street Elmwood Park, IL 60707",379900.0
1055,3,2,1362,"5647 S Mason Avenue Chicago, IL 60638",359900.0
1056,4,2,1684,"3608 W 55th Place Chicago, IL 60629",355000.0
1057,1,1,833,"106 N Aberdeen Street 3C Chicago, IL 60607",348800.0
1058,3,2,1400,"4804 S KILDARE Avenue Chicago, IL 60632",319000.0
1059,2,1,1260,"899 S Plymouth Court 709 Chicago, IL 60605",285000.0
1060,1,1,800,"70 W Burton Place 301F Chicago, IL 60610",279900.0
1061,3,2,1800,"8950 S Union Avenue Chicago, IL 60620",277000.0
1062,3,1,1800,"1748 E 85th Street Chicago, IL 60617",274900.0
1063,2,1,950,"4909 N Janssen Avenue 1W Chicago, IL 60640",270000.0
1064,1,1,860,"200 N Dearborn Street 1807 Chicago, IL 60601",261500.0
1065,2,2,1120,"3934 W 82nd Street Chicago, IL 60652",249900.0
1066,1,1,935,"3450 S HALSTED Street 304 Chicago, IL 60608",245000.0
1067,2,1,1000,"2657 W Berwyn Avenue 2N Chicago, IL 60625",239900.0
1068,3,1,1104,"7416 S Perry Avenue Chicago, IL 60621",239900.0
1069,2,1,2007,"4426 W 127th Place Alsip, IL 60803",239900.0
1070,3,1,1496,"7918 S Luella Avenue Chicago, IL 60617",229900.0
1071,3,1,1700,"11723 S Throop Street Chicago, IL 60643",225000.0
1072,2,1,800,"3259 W Olive Avenue 1W Chicago, IL 60659",209000.0
1073,1,1,900,"655 W Irving Park Road 508 Chicago, IL 60613",174000.0
1074,4,2,3000,"5238 N Magnolia Chicago, IL 60640",1195000.0
1075,2,2,1363,"1645 W Ogden Avenue Unit 329 Chicago, IL 60612",435000.0
1076,2,1,650,"4814 W Hutchinson Street Unit 2B Chicago, IL 60641",153000.0
1077,2,1,980,"1606 W Chase Avenue , 1B Chicago, IL 60626",169000.0
1078,6,4,5300,"1938 W Eddy Street Chicago, IL 60657",2835000.0
1079,4,3,3600,"1035 N DEARBORN Street 18 Chicago, IL 60610",1999500.0
1080,5,4,4835,"4516 N Oakley Avenue Chicago, IL 60625",1950000.0
1081,5,4,4200,"4020 W WARWICK Avenue Chicago, IL 60641",1199500.0
1082,3,2,1855,"57 E Delaware Place 1805 Chicago, IL 60611",1065000.0
1083,4,3,2700,"1516 W Highland Avenue Chicago, IL 60660",949900.0
1084,2,2,1511,"150 W Superior Street 1004 Chicago, IL 60654",799999.0
1085,3,2,1600,"860 N LAKE SHORE Drive 8L Chicago, IL 60611",749900.0
1086,3,2,2600,"124 W Polk Street 901 Chicago, IL 60605",699000.0
1087,4,2,2400,"2200 W Cullom Avenue 1 Chicago, IL 60618",624900.0
1088,5,5,3400,"1223 N Harding Avenue Chicago, IL 60651",624500.0
1089,2,2,2000,"3530 N Lake Shore Drive 12B Chicago, IL 60657",615000.0
1090,3,3,1850,"825 E 52nd Street 5C Chicago, IL 60615",599999.0
1091,2,2,2000,"3237 N Hoyne Avenue 1 Chicago, IL 60618",535000.0
1092,2,2,1510,"910 S Michigan Avenue 402 Chicago, IL 60605",512000.0
1093,2,2,1450,"1440 N Lake Shore Drive 8E Chicago, IL 60610",455000.0
1094,1,1,1004,"21 E Huron Street 1201 Chicago, IL 60611",450000.0
1095,2,1,1250,"5305 N GLENWOOD Avenue 2 Chicago, IL 60640",450000.0
1096,2,2,1410,"1150 N Lake Shore Drive 24H Chicago, IL 60611",449500.0
1097,3,3,2450,"133 N Mozart Street Chicago, IL 60612",439600.0
1098,3,2,2600,"5833 N Virginia Avenue Chicago, IL 60659",429500.0
1099,1,1,1200,"1737 N PAULINA Street 112 Chicago, IL 60622",425000.0
1100,2,1,1100,"1205 W Lill Avenue G Chicago, IL 60614",390000.0
1101,2,2,1100,"1464 S MICHIGAN Avenue 507 Chicago, IL 60605",349500.0
1102,4,3,1458,"10601 S Prairie Avenue Chicago, IL 60628",289900.0
1103,3,2,990,"3920 W 85th Street Chicago, IL 60652",285000.0
1104,3,2,1732,"5406 W Adams Street Chicago, IL 60644",279000.0
1105,1,1,850,"60 E Scott Street 303 Chicago, IL 60610",256000.0
1106,2,1,950,"5240 S Ridgeway Avenue Chicago, IL 60632",250000.0
1107,2,2,1200,"6551 W School Street 204B Chicago, IL 60634",245000.0
1108,2,2,1200,"4911 S Prairie Avenue 1N Chicago, IL 60615",204900.0
1109,1,1,850,"5757 N Sheridan Road 20F Chicago, IL 60660",167000.0
1110,3,1,950,"2807 S Saint Louis Avenue Chicago, IL 60623",165000.0
1111,2,1,1200,"4914 S Drexel Boulevard 2W Chicago, IL 60615",140000.0
1112,3,1,986,"9132 S Ellis Avenue Chicago, IL 60619",76000.0
1113,6,5,7000,"3623 N Wayne ave Chicago, IL 60613",3750000.0
1114,5,3,3521,"5813 N Oconto Avenue Chicago, IL 60631",800000.0
1115,1,1,800,"1850 N Clark Street Unit 2202 Chicago, IL 60614",315000.0
1116,4,2,1584,"3165 W 83rd Place Chicago, IL 60652",299000.0
1117,4,2,1190,"14234 S Emerald Avenue Riverdale, IL 60827",225000.0
1118,3,2,1900,"1857 N Sawyer Avenue A Chicago, IL 60647",599999.0
1119,3,3,2110,"6152 W 60th Street Chicago, IL 60638",445000.0
1120,2,1,950,"4240 N Keystone Avenue 4F Chicago, IL 60641",225000.0
1121,3,2,1600,"7332 S Morgan Street Chicago, IL 60621",295000.0
1122,3,2,1060,"7228 S Central Park Avenue Chicago, IL 60629",305000.0
1123,2,2,1200,"11610 S Yale Avenue Chicago, IL 60628",180000.0
